hhid,psuid,loc,pline,fline,v001,v002,v003,v004,v005,v006,v007a,v007b,v007c,v008
336,19,urban,138.7,88.768,104.9712369778545,6,4,0,0,2,0,35,3,0
337,19,urban,138.7,88.768,144.9556834496956,8,5,0,0,2,0,35,4,0
338,19,urban,138.7,88.768,66.13968815582321,6,2,0,1,3,1,55,4,0
339,19,urban,138.7,88.768,93.2134112366424,5,3,0,0,1,0,35,6,0
340,19,urban,138.7,88.768,157.9258384324531,6,1,0,0,1,0,49,6,0
341,19,urban,138.7,88.768,200.2157341465442,5,1,0,0,1,0,51,6,0
342,19,urban,138.7,88.768,180.554185922674,7,3,0,0,1,0,46,3,0
343,20,urban,138.7,88.768,319.024766155974,2,0,1,0,0,1,59,2,0
344,20,urban,138.7,88.768,122.0749569646525,5,2,0,0,1,1,34,3,0
345,20,urban,138.7,88.768,92.59998693409433,6,4,0,0,1,0,32,4,0
346,20,urban,138.7,88.768,222.7292185325783,4,0,0,0,1,1,43,3,0
347,20,urban,138.7,88.768,72.08834985651328,7,1,0,0,3,1,49,3,0
348,20,urban,138.7,88.768,115.185646850649,6,4,0,0,1,0,37,3,0
349,20,urban,138.7,88.768,84.79812353645481,8,0,0,0,1,1,44,3,0
350,20,urban,138.7,88.768,71.76206719374724,3,1,0,0,0,1,43,4,0
351,20,urban,138.7,88.768,424.3237355154458,4,2,0,0,2,0,39,6,60
352,20,urban,138.7,88.768,628.3523147142739,1,0,0,0,0,0,23,3,0
353,20,urban,138.7,88.768,216.7101524272842,3,0,0,0,3,0,33,5,0
354,20,urban,138.7,88.768,132.1529901418793,5,3,0,0,2,0,40,3,0
355,20,urban,138.7,88.768,99.42232527466918,7,3,0,0,1,1,60,6,0
356,20,urban,138.7,88.768,226.7476216624048,6,2,0,0,1,0,26,3,0
357,20,urban,138.7,88.768,159.7810068529627,3,2,0,0,1,1,45,6,0
358,20,urban,138.7,88.768,283.7545693621885,4,2,0,0,1,0,34,6,0
359,20,urban,138.7,88.768,91.99649297345654,4,1,1,0,2,1,77,1,0
360,20,urban,138.7,88.768,202.9109321133751,7,3,0,0,1,0,45,6,0
361,21,urban,138.7,88.768,114.4040386664752,5,0,0,0,2,0,58,5,0
362,21,urban,138.7,88.768,74.79605747484152,10,3,0,0,7,1,55,6,0
363,21,urban,138.7,88.768,178.6172404917059,5,0,1,0,2,1,77,0,0
364,21,urban,138.7,88.768,54.1952923544788,10,4,0,0,1,0,46,6,0
365,21,urban,138.7,88.768,296.6928876657503,4,0,0,0,2,0,50,6,0
366,21,urban,138.7,88.768,168.5379885906992,4,1,0,0,1,1,61,6,0
367,21,urban,138.7,88.768,75.95705630617944,7,5,0,1,0,0,37,3,0
368,21,urban,138.7,88.768,104.4078727755424,7,5,0,0,1,0,37,6,0
369,21,urban,138.7,88.768,136.1923824034707,4,0,0,0,1,1,50,4,0
370,21,urban,138.7,88.768,137.6318306012822,4,0,0,0,2,0,55,2,0
371,21,urban,138.7,88.768,144.3075480883793,6,1,0,0,2,0,39,6,0
372,21,urban,138.7,88.768,145.3883303915589,3,0,0,0,1,1,45,6,0
373,21,urban,138.7,88.768,217.6164014484045,5,1,0,0,1,0,60,6,0
374,21,urban,138.7,88.768,106.4700307904154,7,0,0,0,2,0,49,6,0
375,21,urban,138.7,88.768,179.4166029235375,6,2,0,0,1,0,54,6,0
376,21,urban,138.7,88.768,343.2070605526349,4,2,0,0,1,0,49,6,0
377,21,urban,138.7,88.768,260.4290845261535,2,0,0,0,2,0,20,2,0
378,21,urban,138.7,88.768,75.76003673541223,13,1,1,0,6,0,56,3,0
379,22,urban,138.7,88.768,79.33001945320818,7,2,0,1,1,0,57,6,0
380,22,urban,138.7,88.768,135.7343408690677,5,3,0,1,0,0,40,4,0
381,22,urban,138.7,88.768,233.8053864855407,2,0,0,0,1,1,55,5,0
382,22,urban,138.7,88.768,60.4354289350572,10,2,1,1,3,1,54,6,0
383,22,urban,138.7,88.768,335.6702994718333,1,0,1,0,0,1,71,2,0
384,22,urban,138.7,88.768,91.40681121565757,5,3,0,0,1,0,33,4,0
385,22,urban,138.7,88.768,111.5610720534003,3,0,0,0,0,0,49,6,0
386,22,urban,138.7,88.768,62.83352912709992,7,3,0,0,1,0,46,6,0
387,22,urban,138.7,88.768,108.696619791465,2,0,0,0,1,1,35,3,0
388,22,urban,138.7,88.768,119.7775272257936,6,4,0,0,1,0,30,1,0
389,22,urban,138.7,88.768,123.5255090902364,5,3,0,0,1,0,33,3,0
390,22,urban,138.7,88.768,138.8135412886044,3,1,0,0,1,0,22,3,0
391,22,urban,138.7,88.768,496.5040055173688,2,0,0,3,0,1,59,1,0
392,22,urban,138.7,88.768,120.5970061229798,4,2,0,0,1,1,36,3,0
393,22,urban,138.7,88.768,113.7710245076132,8,3,0,0,1,1,48,3,0
394,22,urban,138.7,88.768,163.0566655458188,6,3,0,0,2,0,27,6,0
395,22,urban,138.7,88.768,47.98973141891524,6,4,0,1,1,0,39,3,0
396,22,urban,138.7,88.768,132.0818011972758,7,5,0,0,1,0,35,6,0
397,23,urban,138.7,88.768,34.88389095459176,6,4,0,0,1,0,34,6,0
398,23,urban,138.7,88.768,140.484490582199,4,2,0,0,0,1,50,2,0
399,23,urban,138.7,88.768,186.3940652415289,3,2,0,1,0,1,22,2,0
400,23,urban,138.7,88.768,198.1836702262784,8,2,0,0,0,0,46,4,0
401,23,urban,138.7,88.768,101.0294930783807,1,0,0,2,0,1,49,4,0
402,23,urban,138.7,88.768,520.771504250181,4,0,0,0,1,1,48,6,0
403,23,urban,138.7,88.768,105.1311756665002,4,2,0,0,1,0,29,6,0
404,23,urban,138.7,88.768,306.9873797276621,4,1,0,0,3,1,45,4,0
405,23,urban,138.7,88.768,132.9905242061751,4,2,0,0,1,0,38,6,0
406,23,urban,138.7,88.768,112.3678027129523,7,5,0,1,1,0,39,4,0
407,23,urban,138.7,88.768,80.22669063806178,5,3,0,0,1,0,42,6,0
408,23,urban,138.7,88.768,244.8628222026268,8,0,0,1,1,1,48,3,0
409,23,urban,138.7,88.768,178.3724124257,5,1,0,1,1,0,38,3,0
410,23,urban,138.7,88.768,162.168802703205,1,0,0,1,0,1,63,4,0
411,23,urban,138.7,88.768,93.87152207778671,3,2,0,1,0,1,34,3,0
412,23,urban,138.7,88.768,209.7261128698458,5,2,0,0,1,0,42,3,0
413,23,urban,138.7,88.768,361.05007944868,3,0,0,0,2,0,57,1,0
414,23,urban,138.7,88.768,54.30503166017084,5,4,0,1,0,1,34,1,0
415,24,urban,138.7,88.768,111.9167588454591,4,0,1,0,3,0,51,6,0
416,24,urban,138.7,88.768,383.6319778720869,3,0,0,0,2,0,61,6,0
417,24,urban,138.7,88.768,143.1001764948026,8,2,1,0,0,0,69,4,0
418,24,urban,138.7,88.768,382.4842710828211,2,0,0,0,1,0,41,6,0
419,24,urban,138.7,88.768,350.0817158893345,3,0,0,0,3,1,49,5,0
420,24,urban,138.7,88.768,201.442853579147,4,0,0,0,1,0,54,3,0
421,24,urban,138.7,88.768,124.6284992489608,6,0,0,0,1,0,46,6,0
422,24,urban,138.7,88.768,533.5897701396293,2,0,0,0,0,0,21,3,0
423,24,urban,138.7,88.768,139.079403624293,6,4,0,0,1,0,41,6,0
424,24,urban,138.7,88.768,177.1527858874477,4,2,0,1,1,1,43,3,0
425,24,urban,138.7,88.768,133.4432123835301,5,1,0,0,1,0,26,6,0
426,24,urban,138.7,88.768,255.1991345453563,5,3,0,0,1,0,31,5,0
427,24,urban,138.7,88.768,156.6574629430049,6,4,0,0,1,0,33,6,0
428,24,urban,138.7,88.768,229.2703798867913,4,1,0,0,1,1,52,3,0
429,24,urban,138.7,88.768,201.765138312053,4,3,0,1,0,1,35,3,0
430,24,urban,138.7,88.768,97.69479398907637,4,2,0,0,2,0,33,6,0
431,24,urban,138.7,88.768,161.6650635408477,1,0,1,0,0,1,80,6,0
432,24,urban,138.7,88.768,164.3588944735974,4,2,0,0,1,0,30,5,0
433,25,urban,138.7,88.768,62.87260566734422,2,0,1,0,0,1,76,3,0
434,25,urban,138.7,88.768,69.23908327977195,8,1,0,0,3,0,46,2,0
435,25,urban,138.7,88.768,284.6035991483515,3,1,0,0,1,0,28,3,0
436,25,urban,138.7,88.768,536.5444982371125,4,2,0,0,1,0,37,6,0
437,25,urban,138.7,88.768,287.1376418521814,3,0,0,0,2,0,43,3,0
438,25,urban,138.7,88.768,77.42262001356011,7,4,1,0,1,0,36,6,0
439,25,urban,138.7,88.768,99.25493917754065,3,1,0,0,1,0,28,6,0
440,25,urban,138.7,88.768,288.82128618515,3,1,0,0,1,0,35,6,0
441,25,urban,138.7,88.768,91.19800320803525,6,2,2,0,1,0,31,5,0
442,25,urban,138.7,88.768,400.0310949624334,2,0,0,0,1,1,55,3,0
443,25,urban,138.7,88.768,321.796792014914,2,1,0,0,1,1,44,6,0
444,25,urban,138.7,88.768,313.0769587835056,5,1,0,0,2,1,44,3,0
445,25,urban,138.7,88.768,59.71746521494467,6,3,1,0,1,0,38,3,0
446,25,urban,138.7,88.768,128.3670472885887,4,2,0,0,1,1,38,6,0
447,25,urban,138.7,88.768,226.3865183202132,3,1,0,0,1,0,48,5,0
448,25,urban,138.7,88.768,261.7374413715863,4,2,0,0,2,0,29,6,0
449,25,urban,138.7,88.768,169.6366003713995,5,4,0,1,0,1,31,2,0
450,25,urban,138.7,88.768,414.3870291587692,5,2,0,0,1,0,43,6,0
451,26,urban,138.7,88.768,149.2080815452622,5,1,0,0,2,1,49,3,0
452,26,urban,138.7,88.768,157.7685327890109,4,0,0,0,3,0,57,6,0
453,26,urban,138.7,88.768,335.7367351610451,1,0,1,0,0,1,72,6,0
454,26,urban,138.7,88.768,115.0166854319881,8,4,0,0,2,0,44,6,0
455,26,urban,138.7,88.768,167.1608242711418,7,5,0,0,1,0,41,6,0
456,26,urban,138.7,88.768,66.60344801958077,7,4,0,0,1,0,33,6,0
457,26,urban,138.7,88.768,329.3059360157895,4,0,0,0,3,1,40,6,0
458,26,urban,138.7,88.768,260.3979393628895,2,0,0,0,1,1,64,6,0
459,26,urban,138.7,88.768,186.2503976975283,7,2,0,2,2,0,57,2,0
460,26,urban,138.7,88.768,181.9455299966864,3,1,0,0,1,1,38,6,0
461,26,urban,138.7,88.768,162.9027452462096,3,1,0,0,0,0,31,3,0
462,26,urban,138.7,88.768,253.14680370001,1,0,1,1,0,1,74,1,0
463,26,urban,138.7,88.768,57.88396299496654,5,2,0,0,1,1,47,2,0
464,26,urban,138.7,88.768,130.5353976285867,6,4,0,0,1,0,37,5,0
465,26,urban,138.7,88.768,228.0065826718601,7,4,0,0,1,0,37,6,0
466,26,urban,138.7,88.768,198.313638545242,3,1,0,0,1,0,25,6,0
467,26,urban,138.7,88.768,87.05518063200182,7,3,0,1,0,0,43,3,0
468,26,urban,138.7,88.768,61.30060245100323,2,0,2,0,0,0,79,5,0
469,27,urban,138.7,88.768,90.20316350029724,4,0,0,0,2,1,55,3,0
470,27,urban,138.7,88.768,63.74805558257012,8,5,0,0,1,0,41,3,0
471,27,urban,138.7,88.768,195.0842751023297,3,1,0,0,1,0,53,2,0
472,27,urban,138.7,88.768,177.7892305280605,6,4,0,0,1,0,32,6,0
473,27,urban,138.7,88.768,111.0733575093708,4,2,0,0,2,0,42,5,0
474,27,urban,138.7,88.768,91.32898696616898,5,3,0,0,1,0,40,6,0
475,27,urban,138.7,88.768,199.5559387603295,6,4,0,0,1,0,37,6,0
476,27,urban,138.7,88.768,639.5781148646569,2,0,0,0,1,0,27,3,0
477,27,urban,138.7,88.768,75.97659457630158,4,2,0,1,2,0,43,5,0
478,27,urban,138.7,88.768,137.3054834557765,4,2,0,0,1,1,40,6,0
479,27,urban,138.7,88.768,115.9063059492801,7,2,0,0,1,0,40,4,0
480,27,urban,138.7,88.768,100.1689386760203,4,0,0,1,1,1,44,2,0
481,27,urban,138.7,88.768,137.4187796293891,5,2,0,0,2,0,40,4,0
482,27,urban,138.7,88.768,156.548229181992,5,3,0,0,1,1,30,3,0
483,27,urban,138.7,88.768,68.31826975718323,8,3,0,0,1,1,42,2,0
484,27,urban,138.7,88.768,78.07158075394422,3,0,1,0,1,0,87,4,0
485,27,urban,138.7,88.768,153.0825398553075,2,0,0,0,1,0,21,3,0
486,27,urban,138.7,88.768,97.57441116237324,6,4,0,0,1,0,51,3,0
487,28,urban,138.7,88.768,174.7022483314996,6,3,0,0,1,0,39,6,0
488,28,urban,138.7,88.768,528.6292393624412,2,0,0,0,1,0,27,3,0
489,28,urban,138.7,88.768,60.98168801595764,3,1,0,1,1,1,64,4,0
490,28,urban,138.7,88.768,298.4934392057535,2,0,0,0,1,1,55,6,0
491,28,urban,138.7,88.768,363.3899646233422,4,2,0,0,2,0,39,6,0
492,28,urban,138.7,88.768,132.4779831498518,4,2,0,0,1,1,37,3,0
493,28,urban,138.7,88.768,412.1049463119535,2,0,0,0,1,0,49,4,0
494,28,urban,138.7,88.768,166.5271394917872,5,3,0,0,2,1,35,6,0
495,28,urban,138.7,88.768,208.6310669846496,6,0,0,0,1,1,44,2,0
496,28,urban,138.7,88.768,170.1620057342884,5,3,0,0,1,0,32,4,0
497,28,urban,138.7,88.768,398.245980590309,2,1,0,0,1,1,30,6,0
498,28,urban,138.7,88.768,88.69465428829162,4,2,0,0,0,0,41,3,0
499,28,urban,138.7,88.768,265.1202683204008,3,0,0,0,3,1,64,6,0
500,28,urban,138.7,88.768,85.98001477544808,8,6,0,0,0,0,45,5,0
501,28,urban,138.7,88.768,128.5135927952542,5,3,0,0,1,0,44,5,0
502,28,urban,138.7,88.768,292.4386389155549,2,0,0,0,0,1,20,3,0
503,28,urban,138.7,88.768,262.5920935458815,4,2,0,0,0,0,31,6,0
504,28,urban,138.7,88.768,93.90363448214588,7,3,0,0,2,1,50,1,0
505,29,urban,138.7,88.768,134.9714017276852,6,4,0,0,1,0,40,1,0
506,29,urban,138.7,88.768,185.3939031921968,4,1,0,0,2,0,44,6,0
507,29,urban,138.7,88.768,256.830238342036,1,0,0,0,1,1,62,6,0
508,29,urban,138.7,88.768,89.48592198686907,6,4,0,0,2,0,42,6,0
509,29,urban,138.7,88.768,282.9058853842819,6,4,0,0,1,0,33,3,0
510,29,urban,138.7,88.768,52.25770209611393,6,4,0,1,0,0,37,5,0
511,29,urban,138.7,88.768,297.9366629900117,4,0,0,2,1,1,47,3,0
512,29,urban,138.7,88.768,314.3304109130158,6,3,0,0,2,0,44,6,0
513,29,urban,138.7,88.768,610.1454842009707,2,0,0,0,0,0,20,3,0
514,29,urban,138.7,88.768,387.2682584360116,3,0,1,0,2,1,71,5,0
515,29,urban,138.7,88.768,259.7357661091455,4,1,0,0,2,0,52,5,0
516,29,urban,138.7,88.768,261.4749300809762,3,1,0,0,2,1,55,4,0
517,29,urban,138.7,88.768,138.334563498283,7,5,0,0,1,0,33,4,0
518,29,urban,138.7,88.768,56.96332415915106,4,2,0,0,0,1,60,6,0
519,29,urban,138.7,88.768,271.479659279738,6,3,0,0,1,0,44,6,0
520,29,urban,138.7,88.768,53.58438287877814,7,5,0,0,1,0,37,5,0
521,29,urban,138.7,88.768,163.8750159950606,2,0,0,0,1,0,56,4,0
522,29,urban,138.7,88.768,361.3719128024083,4,1,0,0,2,0,43,6,0
523,30,urban,138.7,88.768,270.2127282036586,3,0,0,0,1,0,58,6,0
524,30,urban,138.7,88.768,142.8625930645994,5,3,0,0,1,0,33,3,0
525,30,urban,138.7,88.768,115.4118780945321,5,1,0,1,1,0,44,5,0
526,30,urban,138.7,88.768,381.5041011983595,4,1,0,0,3,0,60,6,0
527,30,urban,138.7,88.768,382.9952323120223,6,2,0,2,3,0,49,6,0
528,30,urban,138.7,88.768,60.4902263672348,15,5,0,0,4,0,60,2,0
529,30,urban,138.7,88.768,258.7469748823893,5,2,0,2,1,1,52,3,0
530,30,urban,138.7,88.768,560.4051237791103,3,0,0,0,0,0,19,3,0
531,30,urban,138.7,88.768,154.9559891325156,4,0,0,0,1,0,57,4,0
532,30,urban,138.7,88.768,79.14175564644697,10,2,1,0,3,0,65,5,0
533,30,urban,138.7,88.768,173.9818300599217,4,0,0,0,1,0,58,6,0
534,30,urban,138.7,88.768,239.844839883696,3,0,0,0,0,1,47,3,0
535,30,urban,138.7,88.768,352.9816766465852,4,0,0,0,2,1,48,6,0
536,30,urban,138.7,88.768,190.81531139094,5,1,0,0,1,0,47,6,0
537,30,urban,138.7,88.768,217.9448249381278,4,1,0,0,2,1,60,6,0
538,30,urban,138.7,88.768,238.299678682458,5,3,0,0,1,0,38,3,0
539,30,urban,138.7,88.768,298.2551109999069,3,2,0,0,0,1,28,4,0
540,30,urban,138.7,88.768,230.0511755884452,2,0,0,0,1,0,23,6,0
541,31,urban,138.7,88.768,237.6913098267006,4,0,2,0,2,0,81,3,0
542,31,urban,138.7,88.768,100.140738761891,8,3,0,0,3,0,38,6,0
543,31,urban,138.7,88.768,163.1085741512588,4,1,0,0,1,0,46,5,0
544,31,urban,138.7,88.768,200.7687187771929,4,2,0,0,2,0,37,6,0
545,31,urban,138.7,88.768,209.963086938159,4,2,0,0,0,0,38,3,0
546,31,urban,138.7,88.768,262.509942535533,6,2,0,1,4,0,54,6,0
547,31,urban,138.7,88.768,124.5633200956952,5,3,0,0,0,0,38,3,0
548,31,urban,138.7,88.768,112.4479676549189,7,4,0,0,1,0,43,6,0
549,31,urban,138.7,88.768,177.5572216307023,3,1,0,0,1,1,34,2,0
550,31,urban,138.7,88.768,103.4788570484667,5,3,0,0,1,0,29,3,0
551,31,urban,138.7,88.768,505.7985347232992,4,0,0,0,1,1,58,3,0
552,31,urban,138.7,88.768,304.2383471731985,3,1,0,0,2,0,41,6,0
553,31,urban,138.7,88.768,252.9063088741104,5,3,0,0,1,0,45,6,0
554,31,urban,138.7,88.768,72.80539792172242,7,5,0,0,1,0,36,4,0
555,31,urban,138.7,88.768,91.32697454945665,11,2,0,0,3,1,51,3,0
556,31,urban,138.7,88.768,187.3795936416575,5,3,0,0,1,0,33,3,0
557,31,urban,138.7,88.768,88.69368704719643,7,5,0,0,1,0,36,4,0
558,31,urban,138.7,88.768,185.294763495514,2,0,2,0,0,0,76,5,0
559,32,urban,138.7,88.768,235.9649650235179,5,0,0,0,0,0,50,6,0
560,32,urban,138.7,88.768,196.002553695624,6,2,0,0,2,0,43,6,0
561,32,urban,138.7,88.768,137.6082299185604,7,2,1,0,3,0,65,6,0
562,32,urban,138.7,88.768,160.3831466760673,6,3,0,0,2,1,60,6,0
563,32,urban,138.7,88.768,86.31022642114473,13,4,0,0,3,0,33,5,0
564,32,urban,138.7,88.768,102.923480108176,6,3,0,0,1,0,41,5,0
565,32,urban,138.7,88.768,183.6167162643494,5,2,0,0,1,0,40,6,0
566,32,urban,138.7,88.768,188.9108523642212,6,3,0,0,2,0,53,6,0
567,32,urban,138.7,88.768,108.17843649542,6,4,0,0,1,0,37,6,0
568,32,urban,138.7,88.768,91.27518904742871,6,0,0,0,2,0,46,3,0
569,32,urban,138.7,88.768,212.8007633872708,5,3,0,0,1,0,34,6,0
570,32,urban,138.7,88.768,232.1411514572149,4,2,0,0,1,0,30,4,0
571,32,urban,138.7,88.768,153.3255108184108,7,5,0,0,2,0,34,4,0
572,32,urban,138.7,88.768,251.2557054969523,6,4,0,0,2,0,42,4,0
573,32,urban,138.7,88.768,87.18014818149602,7,3,1,0,2,1,70,3,0
574,32,urban,138.7,88.768,201.6819942675134,3,1,0,0,1,0,36,6,0
575,32,urban,138.7,88.768,452.0105669333886,1,0,0,0,0,0,26,3,0
576,32,urban,138.7,88.768,326.1780287737802,6,0,0,1,2,0,47,5,0
577,33,urban,138.7,88.768,180.112629615612,6,2,0,0,1,0,43,3,0
578,33,urban,138.7,88.768,806.11446249167,3,0,0,0,1,0,52,5,0
579,33,urban,138.7,88.768,184.1493256449779,5,3,0,0,1,0,41,3,0
580,33,urban,138.7,88.768,197.0194279131348,10,2,0,1,3,0,50,2,0
581,33,urban,138.7,88.768,250.5108008882027,7,0,1,1,4,0,65,6,0
582,33,urban,138.7,88.768,200.5222335047773,7,2,0,0,1,0,47,6,0
583,33,urban,138.7,88.768,136.2915353628475,6,1,1,0,1,0,47,2,0
584,33,urban,138.7,88.768,168.4839585031238,5,1,0,0,2,0,49,6,0
585,33,urban,138.7,88.768,184.1144069457251,4,1,0,0,1,1,52,3,0
586,33,urban,138.7,88.768,116.4032099412317,7,1,1,0,1,0,42,5,0
587,33,urban,138.7,88.768,178.6215737318123,3,0,1,0,1,0,46,5,0
588,33,urban,138.7,88.768,118.9542116055967,8,2,0,0,3,0,51,3,0
589,33,urban,138.7,88.768,165.2562362789437,4,1,0,0,2,0,46,3,0
590,33,urban,138.7,88.768,73.11394783107724,12,4,0,0,3,1,63,1,0
591,33,urban,138.7,88.768,67.47347259157291,11,7,1,0,2,1,65,0,0
592,33,urban,138.7,88.768,179.9441147225891,6,1,1,1,1,0,73,4,0
593,33,urban,138.7,88.768,139.1945053146166,11,3,0,1,3,0,49,2,0
594,33,urban,138.7,88.768,573.4949141107156,1,0,0,0,1,1,52,4,0
595,34,urban,138.7,88.768,407.9411539489771,4,0,0,0,2,1,47,3,0
596,34,urban,138.7,88.768,384.1941856839341,4,0,0,0,2,0,47,6,0
597,34,urban,138.7,88.768,196.4528567692361,5,2,0,0,1,0,28,6,0
598,34,urban,138.7,88.768,134.0891811247932,6,0,0,0,2,0,47,4,0
599,34,urban,138.7,88.768,126.4656125023608,6,3,0,0,1,0,41,3,0
600,34,urban,138.7,88.768,283.0039113424424,4,1,0,1,2,1,54,4,0
601,34,urban,138.7,88.768,128.6980049499813,7,2,0,0,0,0,43,6,0
602,34,urban,138.7,88.768,384.4656451214266,5,3,0,0,2,0,44,6,0
603,34,urban,138.7,88.768,794.0987487802427,3,2,0,0,1,1,36,4,0
604,34,urban,138.7,88.768,866.1713648482747,2,0,0,0,2,1,49,5,0
605,34,urban,138.7,88.768,228.3316240418874,8,1,0,0,3,0,62,6,0
606,34,urban,138.7,88.768,325.1997396358927,3,0,2,0,2,0,65,6,0
607,34,urban,138.7,88.768,997.8783923625474,2,0,1,0,2,0,71,6,0
608,34,urban,138.7,88.768,217.8482297940915,8,3,0,0,2,0,57,6,0
609,34,urban,138.7,88.768,111.4735044929188,6,4,0,0,0,0,36,6,0
610,34,urban,138.7,88.768,54.88698580644692,5,3,0,0,1,0,28,4,0
611,34,urban,138.7,88.768,219.1811525059565,6,4,0,0,1,0,35,6,0
612,34,urban,138.7,88.768,1106.322889800494,5,0,0,0,2,1,39,2,0
613,35,urban,138.7,88.768,190.2888227180245,1,0,1,0,0,1,75,6,0
614,35,urban,138.7,88.768,177.4337838272839,3,0,0,0,1,0,56,6,0
615,35,urban,138.7,88.768,326.6919991974996,3,1,0,0,2,0,36,6,0
616,35,urban,138.7,88.768,252.1642956107787,3,0,0,0,1,0,51,5,0
617,35,urban,138.7,88.768,185.6955882053468,6,4,0,0,1,0,40,6,0
618,35,urban,138.7,88.768,287.2802776723472,4,2,0,0,1,0,54,6,0
619,35,urban,138.7,88.768,180.5895869467568,6,2,0,0,2,0,46,2,0
620,35,urban,138.7,88.768,97.1718260737473,5,1,0,2,2,1,57,6,0
621,35,urban,138.7,88.768,128.584988201574,6,3,0,0,1,0,34,6,0
622,35,urban,138.7,88.768,169.8666232003756,4,1,0,0,1,0,43,6,0
623,35,urban,138.7,88.768,501.8776728167786,1,0,0,0,1,1,44,6,0
624,35,urban,138.7,88.768,190.314099951978,1,0,1,0,0,0,79,6,0
625,35,urban,138.7,88.768,145.6385525395062,5,3,0,0,2,0,38,3,0
626,35,urban,138.7,88.768,103.544122416671,8,6,0,0,1,0,39,6,0
627,35,urban,138.7,88.768,160.8867052867536,5,3,0,1,1,0,36,3,0
628,35,urban,138.7,88.768,261.3526063238087,4,2,0,0,1,1,31,4,0
629,35,urban,138.7,88.768,314.994056427201,5,0,0,0,1,0,55,6,0
630,35,urban,138.7,88.768,51.2771259703925,4,2,1,0,0,1,39,6,0
631,36,urban,138.7,88.768,120.4478253047369,5,1,0,1,1,1,46,4,0
632,36,urban,138.7,88.768,223.5207119207446,4,2,0,0,2,0,47,7,0
633,36,urban,138.7,88.768,225.9513887928723,4,2,0,0,2,0,32,6,0
634,36,urban,138.7,88.768,121.9016273604005,5,3,0,0,2,0,37,6,0
635,36,urban,138.7,88.768,115.0334417919153,5,3,0,1,2,0,34,3,0
636,36,urban,138.7,88.768,104.0401921939036,6,1,0,0,4,1,41,3,0
637,36,urban,138.7,88.768,101.817601122714,6,4,0,0,1,0,32,6,0
638,36,urban,138.7,88.768,114.5264526994782,5,3,0,0,1,0,32,6,0
639,36,urban,138.7,88.768,144.3501582827579,6,2,0,0,1,0,41,5,0
640,36,urban,138.7,88.768,149.4697009166801,3,2,0,0,1,1,39,3,0
641,36,urban,138.7,88.768,845.6886805208087,4,0,0,1,1,0,45,6,0
642,36,urban,138.7,88.768,177.5977129542141,6,1,0,0,2,0,45,3,0
643,36,urban,138.7,88.768,115.4395025002098,6,3,0,0,1,1,40,2,0
644,36,urban,138.7,88.768,116.0482324593093,4,2,0,0,1,0,28,6,0
645,36,urban,138.7,88.768,214.6818693449882,7,1,0,0,3,0,46,6,0
646,36,urban,138.7,88.768,118.206921135479,7,3,0,0,1,0,45,6,0
647,36,urban,138.7,88.768,365.104728326479,5,1,0,0,1,0,56,6,0
648,36,urban,138.7,88.768,290.509444309896,3,2,0,1,1,1,38,6,0
649,37,urban,138.7,88.768,144.1804397119278,6,2,0,0,1,0,54,6,0
650,37,urban,138.7,88.768,31.33654803539167,6,4,0,0,1,0,31,3,0
651,37,urban,138.7,88.768,152.2104752839147,5,3,0,0,1,0,40,6,0
652,37,urban,138.7,88.768,91.31274379501664,10,3,0,0,2,0,45,3,0
653,37,urban,138.7,88.768,78.41106303352217,5,2,0,0,1,0,34,4,0
654,37,urban,138.7,88.768,176.7420308357047,3,0,0,2,1,0,48,5,0
655,37,urban,138.7,88.768,241.1529367407854,2,0,1,0,1,1,67,3,0
656,37,urban,138.7,88.768,110.0290911241522,6,4,0,0,1,0,37,6,0
657,37,urban,138.7,88.768,159.2826842407383,6,4,0,0,1,0,35,5,0
658,37,urban,138.7,88.768,322.672016240551,2,0,0,0,2,1,43,3,0
659,37,urban,138.7,88.768,105.4246366147706,7,4,0,0,0,0,40,3,0
660,37,urban,138.7,88.768,214.7185471273165,5,3,0,0,1,0,38,6,0
661,37,urban,138.7,88.768,315.6879164992223,6,3,0,0,1,0,39,6,0
662,37,urban,138.7,88.768,115.7495097194813,6,4,0,0,1,0,36,6,0
663,37,urban,138.7,88.768,188.480778283671,5,1,0,0,1,0,53,6,0
664,37,urban,138.7,88.768,158.5898172029081,4,2,0,0,0,0,29,6,0
665,37,urban,138.7,88.768,158.3860195041586,8,1,0,0,4,0,58,5,0
666,37,urban,138.7,88.768,452.254447124817,4,2,0,0,1,0,41,4,0
667,38,urban,138.7,88.768,310.1429941281984,5,1,0,0,2,0,46,3,0
668,38,urban,138.7,88.768,351.6388235928101,2,0,0,1,0,0,54,6,0
669,38,urban,138.7,88.768,74.3235795446796,14,4,1,2,4,0,69,3,0
670,38,urban,138.7,88.768,308.8571051266539,4,2,0,2,1,0,37,5,0
671,38,urban,138.7,88.768,107.9547931588227,6,2,0,0,1,0,42,5,0
672,38,urban,138.7,88.768,766.3958031256547,1,0,0,0,0,0,56,6,0
673,38,urban,138.7,88.768,148.3511833142414,6,2,0,0,2,0,47,6,0
674,38,urban,138.7,88.768,132.5462918654164,6,4,0,0,1,0,38,6,0
675,38,urban,138.7,88.768,130.9858439560256,6,4,0,0,2,0,30,5,0
676,38,urban,138.7,88.768,133.9756592615917,6,2,0,0,2,0,53,4,0
